folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,anio,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
11B188,27,40281,3,1,0,1,18,220,1,48,5,7,4,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6,3,,2,2,2,2,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,20056,1,3,1,0,0,2,1
11B188,27,40281,1,1,0,2,18,220,2,37,5,7,1,1,1,1,2,2,2,1,2,1,,2,1,2,2,2,2,,1,0,1,2,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,,60,1,6,,4,3,1,0,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,11439,1,2,1,1,0,0,1
11A191,27,40348,4,1,0,1,18,220,1,29,5,7,1,1,1,1,1,2,2,1,4,1,,2,1,2,2,2,2,,1,0,1,2,1,,1,3,,2,2,2,2,2,1,2,2,2,,3,80,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,30,2,0,,4,3,1,0,,2,2,2,1,2,1,2,0,1,1,1,1,1,1,1,20061,1,2,1,1,2,0,1
11A191,27,40348,1,1,0,2,18,220,1,47,3,3,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,2,2,2,2,1,3,30,2,1,1,,0,0,0,2,4,,5,2,0,,2,4,2,0,,2,2,2,2,1,1,2,0,2,0,1,3,1,1,1,13974,1,3,1,0,0,2,1
11A191,27,40348,2,1,0,1,18,220,2,82,2,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,3,3,3,3,6519,4,4,2,0,0,0,2
12A191,27,40376,3,1,0,3,18,220,2,25,5,7,4,1,1,1,1,2,2,1,2,3,,2,2,1,2,1,2,,2,0,2,1,1,,7,3,,2,2,1,1,2,1,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,30,2,0,,3,4,2,0,,1,1,2,2,1,2,2,0,1,1,1,1,1,1,1,13444,1,2,1,2,2,0,1
12A191,27,40376,1,1,0,2,18,220,2,61,3,6,7,1,1,1,2,2,2,2,1,5,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,40,2,0,,1,2,2,0,,2,2,2,2,2,1,2,0,1,1,1,3,1,3,1,12462,1,1,1,2,0,0,1
12A191,27,40376,4,1,0,3,18,220,2,24,5,7,4,1,1,1,1,2,2,1,3,4,,2,2,1,1,2,2,,1,0,1,2,1,,4,4,,2,2,1,2,2,2,1,1,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,40,1,5,,3,4,1,0,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,26296,1,2,1,1,1,0,1
12A191,27,40376,2,1,0,1,18,220,1,35,3,3,1,1,1,1,2,2,2,1,3,3,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,30,2,0,,2,3,1,0,,1,2,2,2,1,2,2,0,1,5,1,1,1,1,1,16892,1,2,1,2,0,0,1
12B175,27,40387,2,1,0,1,18,220,1,63,3,3,8,1,1,1,2,1,2,2,1,5,,2,2,1,2,2,2,,3,800,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,2,2,2,1,3,70,2,1,1,,0,0,0,0,0,,40,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,13368,1,2,1,2,0,2,1
12B175,27,40387,4,1,0,1,18,220,1,47,5,7,1,1,1,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,6,3,,2,2,2,2,2,1,2,2,2,,1,0,1,2,1,,7,3,,1,1,1,2,1,3,72,2,1,2,,0,0,0,2,3,,60,1,5,,3,4,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,23288,1,3,1,0,1,2,1
12B175,27,40387,3,1,0,1,18,220,1,46,5,7,1,1,1,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,2,2,2,2,2,1,2,2,2,,1,0,1,2,1,,5,3,,1,2,1,2,1,3,40,2,1,2,,0,0,0,2,3,,30,2,0,,2,4,2,0,,2,2,2,2,1,2,1,2,1,1,1,1,1,2,1,15525,1,3,1,0,1,2,1
11B175,27,40418,2,1,0,1,18,220,1,46,2,7,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,2,2,2,1,3,70,2,1,2,,0,0,0,2,4,,40,1,6,,3,4,2,0,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,15604,1,3,1,0,0,2,1
11B175,27,40418,4,1,0,1,18,220,1,72,2,3,8,1,1,1,2,1,2,2,1,5,,2,2,1,2,2,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,2,1,1,1,3,35,2,1,1,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,3,0,1,2,1,2,2,7754,1,2,1,2,0,2,1
11B175,27,40418,1,1,0,2,18,220,2,38,5,7,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,60,2,0,,3,3,1,0,,1,2,2,1,1,1,2,0,1,1,1,3,1,1,1,13351,1,3,1,0,0,0,2
11B175,27,40418,3,1,0,2,18,220,2,53,5,7,1,1,1,1,1,2,2,1,2,1,,1,2,1,2,2,2,,2,0,2,1,2,,5,5,,2,2,2,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,25,1,7,VER TELEVISIÓN,2,3,2,0,,2,2,2,2,1,1,1,2,1,1,1,2,1,3,1,20349,1,2,1,2,2,0,1
12A192,28,40058,4,1,0,3,10,220,2,34,4,7,1,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,1,1,2,2,2,2,2,,3,180,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,2,3,2,0,,1,2,2,2,2,1,2,0,2,0,1,2,1,2,2,20980,3,3,1,0,2,0,1
12A192,28,40058,3,1,0,1,10,220,1,53,4,7,1,1,1,1,2,1,2,1,2,4,,2,2,2,1,2,2,,3,400,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,3,,1,2,2,2,2,2,0,2,1,2,,0,0,0,2,3,,40,2,0,,3,3,2,0,,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,16433,1,2,1,2,0,2,1
12A192,28,40058,2,1,0,2,10,220,2,61,3,3,7,1,1,1,2,2,2,1,4,3,,1,2,1,1,2,2,,3,800,2,1,5,EN LA ASOCIACIÓN DONDE PRESTA UN SERVICIO COMUNITARIO,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,120,2,0,,3,3,1,0,,2,1,1,2,2,1,1,1,2,0,1,2,2,2,2,12965,1,2,1,2,0,0,1
11B176,28,40124,1,1,0,2,10,220,2,43, ,0,7,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4,3,,1,1,1,1,1,3,40,2,1,1,,0,0,0,0,0,,45,2,0,,2,4,2,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,14951,1,3,1,0,0,2,1
11B176,28,40124,3,1,0,1,10,220,1,47,4,7,1,1,1,1,1,1,2,1,3,1,,1,1,2,2,2,2,,3,700,2,1,2,,6,1,,2,1,2,1,2,1,1,1,2,,3,450,2,1,1,,4,3,,1,1,1,1,1,3,40,2,1,1,,0,0,0,1,1,,50,2,0,,4,3,2,0,,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,17474,1,2,1,2,2,2,1
11B176,28,40124,2,1,0,2,10,220,2,77,4,7,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,1,2,0,3,0,1,2,1,1,2,16304,4,4,2,0,0,0,2
12B176,28,40127,4,1,0,2,10,220,2,55,2,8,1,1,1,1,1,2,2,1,5,1,,2,1,2,1,2,2,,3,1600,2,1,1,,3,1,,2,2,2,2,2,1,2,2,2,,1,0,1,2,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,50,2,0,,3,3,1,0,,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,13838,1,2,1,2,1,0,1
12B176,28,40127,1,1,0,2,10,220,1,25,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,2,1,16786,4,4,2,0,0,0,2
12B176,28,40127,2,1,0,2,10,220,2,48,3,4,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,15,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,22873,3,3,1,0,0,0,2
12B176,28,40127,3,1,0,1,10,220,2,30,1,3,7,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,4,,20,2,0,,2,3,2,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,2,14929,3,3,1,0,0,0,2
11B187,28,40146,4,1,0,1,10,220,1,61,6,2,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,3,,1,1,2,2,1,2,0,2,1,2,,0,0,0,0,0,,10,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,13368,3,3,1,0,0,2,1
11B187,28,40146,3,1,0,1,10,220,2,63,3,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,2,1,2,6124,4,4,2,0,0,0,2
13B187,28,40147,3,1,0,3,10,220,1,30,4,7,1,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,1,,2,2,2,1,2,2,2,2,2,,3,400,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,30,2,0,,4,3,2,0,,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,23211,1,3,1,0,2,0,1
13B187,28,40147,1,1,0,1,10,220,1,40,3,2,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,3,,1,1,2,2,1,3,30,2,1,2,,0,0,0,0,0,,15,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,17291,3,3,1,0,0,2,1
13B187,28,40147,4,1,0,1,10,220,1,59,3,6,1,1,1,1,2,1,2,2,2,3,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,3,,1,1,2,2,1,3,30,2,1,2,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,20883,1,2,1,2,0,2,1
13B187,28,40147,2,1,0,1,10,220,1,28,4,7,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,20,2,0,,3,3,2,0,,2,2,2,2,2,1,2,0,3,0,1,1,1,1,1,15474,1,3,1,0,0,0,2
11A192,28,40148,3,1,0,1,10,220,2,41,5,7,1,1,1,1,2,2,2,1,1,5,,2,2,1,2,2,2,,3,15,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,,20,2,0,,4,4,2,0,,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,8777,1,2,1,2,0,0,1
11B173,28,40148,3,1,0,1,10,220,2,35,3,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,2,1,4088,4,4,2,0,0,0,2
11B173,28,40148,4,1,0,1,10,220,1,68,2,7,8,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,2,2,1,3,70,2,1,1,,0,0,0,0,0,,30,2,0,,2,4,2,0,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,9497,1,3,1,0,0,2,1
11B173,28,40148,1,1,2,1,10,220,1,70, ,0,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,14246,4,4,2,0,0,0,2
11B173,28,40148,2,1,0,1,10,220,1,49,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,14333,4,4,2,0,0,0,2
11A192,28,40148,1,1,0,1,10,220,1,47,3,3,1,1,1,2,1,1,1,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,2,2,2,1,2,2,1,1,2,,3,150,2,1,4,,3,4,,2,2,1,1,1,2,0,2,1,1,,1,2,1,0,0,,15,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,10258,1,3,1,0,2,2,1
11A192,28,40148,2,1,0,3,10,220,2,54, ,0,7,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,45,2,0,,4,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,8918,1,3,1,0,0,0,2
13B173,28,40154,1,1,0,3,10,220,1,23,3,3,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,35,2,0,,4,4,2,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,32608,3,3,1,0,0,0,2
13B173,28,40154,4,1,0,1,10,220,1,71,6,2,8,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,1,1,1,3,70,2,1,1,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,1,2,0,3,0,1,1,1,1,1,29711,1,3,1,0,0,2,1
13B173,28,40154,2,1,0,1,10,220,1,43,5,7,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,50,2,0,,4,4,2,0,,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,21314,3,3,1,0,0,0,2
11B188,28,40267,4,1,0,3,10,220,2,26,5,7,4,1,2,1,2,2,2,1,1,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,30,2,0,,2,4,1,0,,1,2,2,2,1,1,2,0,1,2,1,1,1,1,1,29431,3,2,1,2,0,0,1
11B188,28,40267,1,1,0,1,10,220,1,71,2,4,10,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,1,2,1,2,8591,4,4,2,0,0,0,2
11B188,28,40267,3,1,0,1,10,220,2,66,4,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,32264,4,4,2,0,0,0,2
11B188,28,40267,2,1,0,2,10,220,2,26,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,14716,4,4,2,0,0,0,2
12B188,28,40268,3,1,0,4,10,220,2,37,4,7,4,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,4,,2,2,2,1,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,50,2,0,,2,4,2,0,,2,2,2,2,1,1,1,2,2,0,1,1,1,1,1,26270,1,3,1,0,2,0,1
12B188,28,40268,4,1,0,2,10,220,2,58,2,7,1,1,1,1,2,1,2,1,3,3,,2,2,1,1,2,2,,3,300,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,1,1,1,3,70,2,1,1,,0,0,0,1,3,,45,2,0,,4,4,2,0,,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,18169,1,2,1,2,0,2,1
12B188,28,40268,1,1,0,3,10,220,2,21,3,7,6,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,2,2,2,1,2,2,2,1,2,,3,150,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,60,2,0,,4,4,2,0,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,34079,1,3,1,0,2,0,1
12B174,28,40274,1,1,0,2,10,220,2,42,5,7,7,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,4,,2,2,2,1,2,1,2,1,2,,3,250,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,45,2,0,,3,3,2,0,,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,13053,1,3,1,0,2,0,1
12B174,28,40274,3,1,0,2,10,220,1,61,1,4,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,4,,1,1,1,1,1,3,70,2,1,1,,0,0,0,1,4,,30,2,0,,4,4,2,0,,2,2,2,2,1,1,2,0,1,4,1,1,1,1,1,26273,1,3,1,0,0,2,1
11B174,28,40278,1,1,0,1,10,220,1,70,3,3,8,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,2,2,2,1,3,50,2,1,1,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,17510,1,3,1,0,0,2,1
11B174,28,40278,2,1,0,2,10,220,1,51,2,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,3,3,17617,4,4,2,0,0,0,2
11B174,28,40278,4,1,0,2,10,220,2,62,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,13900,4,4,2,0,0,0,2
11B174,28,40278,3,1,0,5,10,220,2,26,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,29990,4,4,2,0,0,0,2
12A191,28,40331,4,1,0,1,10,220,1,27,2,3,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,40,2,0,,4,4,2,0,,2,2,2,2,1,1,2,0,2,0,1,1,1,1,1,9498,3,3,1,0,0,0,2
12A191,28,40331,3,1,0,2,10,220,2,51,6,2,7,1,1,1,2,2,2,2,1,3,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,45,2,0,,2,2,2,0,,2,2,2,2,1,1,2,0,2,0,1,1,1,1,2,17254,1,1,1,2,0,0,1
12A191,28,40331,2,1,0,1,10,220,1,34,3,3,4,1,1,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,10,4,,2,2,1,1,2,1,1,1,2,,2,0,2,1,1,,3,3,,1,1,1,1,1,3,56,2,1,1,,0,0,0,1,4,,60,2,0,,2,4,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,18994,1,3,1,0,2,2,1
12A191,28,40331,1,1,0,4,10,220,2,26,3,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,1,3,1,2,2,2,2,42231,4,4,2,0,0,0,2
12B175,28,40398,2,1,0,1,10,220,1,52,3,6,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,1,1,1,3,70,2,1,1,,0,0,0,1,3,,30,2,0,,4,3,2,0,,2,2,2,2,1,1,1,2,3,0,1,1,1,1,1,16719,1,3,1,0,0,2,1
12B175,28,40398,4,1,0,1,10,220,1,45,5,7,1,1,1,1,1,2,2,1,6,1,,1,1,2,2,1,2,,3,580,2,1,2,,7,1,,2,2,1,1,2,1,1,2,2,,3,460,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,120,2,0,,4,4,2,0,,1,2,1,1,1,1,2,0,1,6,1,1,1,1,1,16719,1,2,1,2,2,0,1
12B175,28,40398,1,1,0,3,10,220,1,52,5,7,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,1,1,1,1,3,50,2,1,1,,0,0,0,1,3,,60,2,0,,2,3,2,0,,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,25079,1,3,1,0,0,2,1
11A192,29,40092,2,1,0,1,39,220,2,30,3,4,7,1,1,1,1,1,2,2,3,4,,2,2,2,1,2,2,,2,0,2,1,1,,3,3,,2,2,2,1,2,2,2,2,2,,1,0,1,2,1,,1,3,,2,2,1,1,1,3,5,2,1,1,,0,0,0,0,0,,15,2,0,,3,4,1,0,,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,15453,1,2,1,2,1,2,1
11A192,29,40092,1,1,0,1,39,220,1,46,3,3,1,1,1,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,2,2,2,2,2,2,1,2,2,,1,0,1,2,1,,1,3,,1,2,1,1,1,2,0,2,1,1,,0,0,0,2,3,,30,2,0,,2,2,1,0,,2,2,2,2,2,1,2,0,2,0,1,1,2,1,1,27232,1,3,1,0,1,2,1
