folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,anio,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
12B187,10,40154,2,1,0,2,26,220,2,58,3,3,1,1,1,1,1,1,1,2,3,4,,2,2,2,2,1,2,,3,90,2,1,1,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,1,4,,2,2,2,2,1,3,5,2,1,1,,2,2,1,0,0,,30,2,0,,1,3,1,0,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,40052,1,2,1,2,2,2,1
12B187,10,40154,1,1,0,1,26,220,1,66,3,6,1,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,6,4,,2,2,2,2,2,2,1,2,2,,2,0,2,1,5,RESTAURANTES,2,3,,2,2,1,2,1,2,0,2,1,5,EN UN RESTAURANTE,0,0,0,0,0,,6,1,7,TOMAR CAFÉ,2,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,8408,1,3,1,0,2,2,1
12B173,10,40156,4,1,0,1,26,220,1,86,4,2,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,2,2,2,2,1,3,10,2,1,2,,0,0,0,0,0,,10,2,0,,1,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,16900,1,3,1,0,0,2,1
12B173,10,40156,3,1,0,1,26,220,2,44,3,4,7,1,1,1,1,2,2,1,1,4,,2,2,2,1,2,2,,2,0,2,1,1,,3,4,,2,2,2,2,2,2,2,1,2,,3,120,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,40,2,0,,3,3,1,0,,1,2,2,1,2,1,2,0,1,1,1,1,1,1,1,21822,1,2,1,2,2,0,1
12B173,10,40156,2,1,0,3,26,220,2,83,3,5,9,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,5,,2,2,2,2,1,2,2,2,2,,3,180,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,3,4,2,0,,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,31730,1,3,1,0,2,0,1
11B173,10,40159,2,1,0,1,26,220,1,52,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,1,1,1,2,2,1,2,21424,4,4,2,0,0,0,2
11B173,10,40159,3,1,0,4,26,220,2,37,3,3,7,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,2,1,1,1,3,25,2,1,1,,0,0,0,0,0,,30,2,0,,2,2,1,0,,2,1,2,2,2,2,2,0,2,0,1,2,2,1,2,18330,3,3,1,0,0,2,1
11B173,10,40159,4,1,0,1,26,220,1,42,3,3,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,5,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,22913,3,3,1,0,0,0,2
11B173,10,40159,1,1,1,1,26,220,1,58,1,3,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6,4,,1,1,2,2,1,3,30,2,1,1,,0,0,0,0,0,,30,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,6149,1,3,1,0,0,2,1
12B188,10,40279,4,1,0,6,26,220,2,76,2,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,20032,4,4,2,0,0,0,2
12B188,10,40279,1,1,0,1,26,220,1,45,5,7,1,1,1,1,2,1,2,1,2,4,,2,1,2,1,2,2,,3,600,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,3,,1,1,1,2,1,3,35,2,1,2,,0,0,0,2,3,,40,2,0,,2,3,1,0,,1,1,2,2,1,1,1,2,1,4,1,1,1,1,1,7156,1,2,1,2,0,2,1
12B188,10,40279,3,1,0,2,26,220,2,40,3,4,1,1,2,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,2,3,,2,2,1,1,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,1,2,1,0,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,1,12245,3,3,1,0,2,2,1
12B174,10,40290,1,1,0,4,26,220,2,33,3,7,1,1,1,1,1,2,2,1,4,1,,2,1,2,2,2,2,,3,800,2,1,1,,3,3,,2,2,2,1,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,60,2,0,,3,3,1,0,,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,31631,1,2,1,2,2,0,1
12B174,10,40290,3,1,0,1,26,220,2,68,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,1,2,0,1,1,1,2,1,1,2,17338,4,4,2,0,0,0,2
12B174,10,40290,2,1,0,2,26,220,2,65,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,8669,4,4,2,0,0,0,2
12B174,10,40290,4,1,0,4,26,220,1,24,3,7,1,1,2,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,1,,2,2,2,2,2,1,2,2,2,,3,70,2,1,2,,6,3,,2,1,1,2,1,3,30,2,1,1,,0,0,0,1,1,,45,2,0,,2,4,1,0,,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,50671,3,3,1,0,2,2,1
11A191,10,40382,1,1,0,1,26,220,2,44,3,3,1,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,4,,2,2,1,2,2,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,2,3,1,0,,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,13185,3,3,1,0,2,0,1
11A191,10,40382,2,1,0,2,26,220,2,30,3,3,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,25,2,0,,2,3,2,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,19675,3,3,1,0,0,0,2
11A191,10,40382,4,1,0,3,26,220,1,24,5,7,1,1,1,1,1,2,2,1,2,1,,1,2,2,2,2,2,,3,1000,2,1,2,,3,1,,2,2,1,2,2,2,2,2,2,,3,180,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,35,2,0,,3,3,1,0,,1,1,2,1,1,1,2,0,1,2,1,1,1,1,1,42023,1,2,1,2,2,0,1
11A191,10,40382,3,1,0,1,26,220,2,32,4,8,1,1,1,1,2,2,2,2,6,3,,2,2,2,2,1,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,4,4,1,0,,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,6559,1,1,1,2,0,0,1
12A191,10,40412,4,1,0,2,26,220,2,43,4,8,1,1,1,1,2,2,2,1,5,1,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,30,2,0,,4,4,2,0,,2,2,1,1,1,1,2,0,1,3,1,1,1,1,1,31332,1,2,1,2,0,0,1
12A191,10,40412,2,1,0,1,26,220,1,58,6,2,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6,4,,1,1,1,1,1,3,42,2,1,1,,0,0,0,0,0,,20,2,0,,2,4,1,0,,2,1,2,2,2,1,2,0,1,1,1,2,1,1,1,7883,1,3,1,0,0,2,1
12A191,10,40412,3,1,0,1,26,220,2,79,1,2,7,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,1,5,,2,2,1,0,,1,1,2,2,2,1,2,0,1,3,1,1,1,1,1,25627,3,3,1,0,2,0,1
12A191,10,40412,1,1,0,1,26,220,1,61, ,0,5,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,1,2,1,2,23649,4,4,2,0,0,0,2
12B175,10,40416,4,1,0,2,26,220,2,25,2,7,1,1,2,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,2,2,2,1,2,1,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,30,2,0,,2,3,1,0,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,27441,3,3,1,0,2,0,1
12B175,10,40416,3,1,0,2,26,220,2,48,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,28029,4,4,2,0,0,0,2
12B175,10,40416,1,1,0,2,26,220,2,34,3,3,1,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,3,3,,2,1,1,1,1,3,15,2,1,1,,0,0,0,0,0,,25,2,0,,2,2,1,0,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,2,13720,1,3,1,0,2,2,1
11B175,10,40417,1,1,0,1,26,220,2,38,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,22209,4,4,2,0,0,0,2
11B175,10,40417,4,1,0,2,26,220,2,51,5,2,7,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,3,,2,2,1,2,1,3,15,2,1,1,,0,0,0,0,0,,20,2,0,,2,2,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,22566,3,3,1,0,0,2,1
11B175,10,40417,2,1,0,1,26,220,2,43,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,1,2,0,1,2,1,1,1,1,1,7403,4,4,2,0,0,0,2
11B175,10,40417,3,1,0,1,26,220,1,46,3,3,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,1,1,2,2,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,1,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,17304,3,3,1,0,0,2,1
11B176,11,40148,3,1,0,1,5,220,2,40,3,3,1,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,1,2,0,2,0,1,2,2,2,2,5148,2,4,2,0,0,0,2
11B176,11,40148,2,1,0,3,5,220,2,51,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,1,1,1,2,2,0,1,1,1,1,1,15693,4,4,2,0,0,0,2
11B176,11,40148,1,1,0,2,5,220,2,62,3,2,7,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,1,2,9495,2,4,2,0,0,0,2
11B176,11,40148,4,1,0,2,5,220,2,51,6,2,7,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,3,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,10,2,0,,2,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,10462,1,3,1,0,0,2,1
11A192,11,40182,4,1,0,1,5,220,1,54,3,3,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,1,1,1,1,1,3,16,2,1,1,,0,0,0,0,0,,30,2,0,,4,4,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,6036,1,3,1,0,0,2,1
11A192,11,40182,2,1,0,2,5,220,2,21,3,4,7,1,1,1,2,2,2,2,3,4,,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,1,3,,2,2,2,0,,2,2,2,1,2,2,2,0,1,1,1,2,1,2,1,13398,1,1,1,2,0,0,1
11A192,11,40182,1,1,0,2,5,220,1,29,3,3,7,1,1,1,1,2,2,2,4,2,,2,1,2,2,2,2,,3,600,2,1,1,,3,4,,2,2,2,1,2,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,1,5,,2,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,11553,1,2,1,2,2,0,1
13B173,11,40184,3,1,0,1,5,220,1,42,5,7,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,4,,1,1,2,2,1,3,70,2,1,2,,0,0,0,1,1,,60,2,0,,4,4,1,0,,2,2,2,2,2,1,2,0,1,3,1,2,1,2,2,8625,1,3,1,0,0,2,1
13B173,11,40184,4,1,0,2,5,220,2,24,4,7,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,17902,4,4,2,0,0,0,2
13B173,11,40184,1,1,0,1,5,220,2,48,3,3,1,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,28044,2,4,2,0,0,0,2
12B176,11,40189,1,1,0,1,5,220,2,75, ,0,7,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8289,0,0,0,0,0,0,0
12B176,11,40189,2,1,0,1,5,220,2,39,1,4,1,1,1,1,2,2,2,1,3,5,,2,2,2,1,2,2,,3,200,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,4,,15,2,0,,4,4,2,0,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7601,1,2,1,2,0,0,1
12B176,11,40189,3,1,0,2,5,220,2,46,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15446,4,4,2,0,0,0,2
12B176,11,40189,4,1,0,2,5,220,2,19,2,3,1,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,2,,1,3,,2,2,2,2,1,3,8,2,1,1,,0,0,0,0,0,,30,2,0,,3,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,19720,1,3,1,0,2,2,1
12B187,11,40218,4,1,0,2,5,220,2,45,6,2,1,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,39310,2,4,2,0,0,0,2
12B187,11,40218,1,1,0,1,5,220,1,37,3,3,1,1,1,2,1,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,2,2,2,2,2,1,2,1,2,,2,0,2,1,1,,4,4,,2,1,1,1,2,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,2,4,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,2,1,19343,1,3,1,0,2,2,1
12B187,11,40218,2,1,0,2,5,220,2,60,3,2,7,1,1,1,2,1,2,2,3,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,3,,2,2,2,2,2,2,0,2,1,1,,0,0,0,0,0,,60,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,21405,1,2,1,2,0,2,1
12B187,11,40218,3,1,0,6,5,220,2,23,2,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,60223,4,4,2,0,0,0,2
13B187,11,40220,2,1,0,1,5,220,1,63,6,2,8,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,8226,2,4,2,0,0,0,2
13B187,11,40220,3,1,0,2,5,220,2,31,2,8,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1,,30,2,0,,3,3,2,0,,1,2,2,1,2,1,2,0,1,2,1,1,1,1,1,16264,1,3,1,0,0,0,2
13B187,11,40220,4,1,0,2,5,220,2,29,2,7,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,2,16264,4,4,2,0,0,0,2
13B187,11,40220,1,1,0,2,5,220,2,55,2,6,1,1,1,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,6,LLEGA DEMASIADO CANSADA DE TRABAJAR,2,2,2,2,2,2,2,0,3,0,1,1,1,1,1,22614,2,4,2,0,0,0,2
11B187,11,40221,3,1,0,4,5,220,2,22, ,99,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,31993,4,4,2,0,0,0,2
11B187,11,40221,2,1,0,5,5,220,2,32,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,36802,4,4,2,0,0,0,2
11B187,11,40221,4,1,0,1,5,220,1,37,3,3,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7,3,,1,1,1,1,1,3,10,2,1,1,,0,0,0,0,0,,30,2,0,,4,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,1,2,23121,1,3,1,0,0,2,1
11B187,11,40221,1,1,0,1,5,220,2,42,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,1,2,0,2,0,1,1,1,1,2,6166,4,4,2,0,0,0,2
11B173,11,40224,2,1,0,1,5,220,1,63,4,6,8,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,1,2,0,1,6,1,2,2,2,2,13443,4,4,2,0,0,0,2
11B173,11,40224,4,1,0,1,5,220,2,69,3,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,7283,4,4,2,0,0,0,2
11B173,11,40224,1,1,0,1,5,220,2,71, ,0,7,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14568,0,0,0,0,0,0,0
